Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Price,Discount,Region,Total_Sales
ORD-000048,CUST-00971,PRD-0019,05/07/2020,2 pcs,₹113780.16,5,NORTH,216182.3
ORD-000049,CUST-00773,PRD-0144,09/11/2021,1 pcs,4974.53,10,south,4477.08
ORD-000050,CUST-01928,PRD-0328,01/17/2023,1,₹8784.77,0%,south,5023.27
ORD-000051,CUST-00994,PRD-0009,06/27/2022,2,69107.15,10,South,124392.87
ORD-000052,CUST-00300,PRD-0153,09/29/2024,5,₹33724.10,0,north,168620.5
ORD-000053,CUST-00249,PRD-0209,07/20/2022,1,1584.19,20%,South,1267.35
ORD-000054,CUST-00701,PRD-0218,08/17/2022,1,649.85,0,north,649.85
ORD-000055,CUST-00368,PRD-0363,10/05/2025,3,28624.52,15,Central,72992.53
ORD-000056,CUST-01360,PRD-0123,03/14/2022,3,98810.47,20%,south,237145.13
ORD-000057,,PRD-0457,01/13/2021,3,"118,928.43",5,NORTH,338946.03
ORD-000058,CUST-00901,PRD-0097,01/30/2024,2,"57,583.55",5%,East,109408.74
ORD-000059,CUST-01629,PRD-0179,08/02/2022,3,"2,062.56",20,north,6801.16
ORD-000060,CUST-00163,PRD-0463,08/30/2022,2,57314.09,0,north,114628.18
ORD-000061,CUST-01950,PRD-0007,12/08/2020,about 1,110907.95,15,South,94271.76
ORD-000062,CUST-00994,PRD-0005,08/31/2023,1,8913.45,20,South,7130.76
ORD-000063,CUST-01384,PRD-0061,11/07/2020,3,61682.77,,North,185048.31
ORD-000064,CUST-01007,PRD-0486,07/16/2024,1 pcs,81025.2,5%,south,76973.94
ORD-000065,CUST-00279,PRD-0076,01/26/2024,3,8888.84,5,North,25333.19
ORD-000066,CUST-01710,PRD-0149,06/16/2024,1,₹46435.96,NA,Central,46435.96
ORD-000067,CUST-01038,PRD-0133,09/04/2022,2,38364.58,NA,West,76729.16
ORD-000068,CUST-00015,PRD-0337,07/23/2022,1,41522.43,20,East,33217.94
ORD-000069,CUST-00311,PRD-0491,01/12/2022,3,68336.19,5,Central,194758.14
ORD-000070,CUST-01383,PRD-0247,10/24/2024,3,"52,482.68",0%,North,190123.61
ORD-000071,CUST-00511,PRD-0331,08/08/2025,1,"3,541.86",20,East,2833.49
ORD-000072,CUST-00952,PRD-0363,01/08/2020,4,69466.29,NA,East,277865.16
ORD-000073,CUST-00959,PRD-0308,06/13/2024,3,"1,031.47",20,south,2475.53
ORD-000074,CUST-00475,PRD-0345,12/03/2022,3,117221.11,20%,south,281330.66
ORD-000075,CUST-01729,PRD-0426,06/06/2022,4,54997.38,5,NORTH,208990.04
ORD-000076,CUST-00165,PRD-0013,09/04/2023,3,25030.92,0%,East,75092.76
ORD-000077,CUST-00099,PRD-0358,07/24/2021,about 2,115405.02,5,South,219269.54
ORD-000078,CUST-00221,PRD-0268,12/17/2023,about 2,18345.98,0,East,36691.96
ORD-000079,CUST-00895,PRD-0412,11/24/2024,3,59061.27,NA,north,177183.81
ORD-000080,CUST-00771,PRD-0496,03/16/2020,3,4366.18,0%,East,13098.54
ORD-000081,CUST-01493,PRD-0465,02/13/2020,1,29254.18,0%,Central,29254.18
ORD-000082,CUST-01701,PRD-0384,03/19/2022,1,"24,962.21",0%,South,24962.21
ORD-000083,CUST-00904,PRD-0096,09/24/2024,2,100419.56,15,Central,170713.25
ORD-000084,CUST-00637,PRD-0427,02/11/2021,1 pcs,69843.62,0,North,69843.62
ORD-000085,CUST-00375,PRD-0208,07/25/2024,about 1,"₹113,471.76",NA,north,113471.76
ORD-000086,CUST-01344,PRD-0348,07/28/2024,2,"84,756.67",0,north,169513.34
ORD-000087,CUST-00584,PRD-0008,07/15/2020,2,4922.1,NA,Central,9844.2
ORD-000088,CUST-00418,PRD-0003,03/23/2022,1,525.09,10,south,472.58
ORD-000089,CUST-00288,PRD-0004,07/04/2024,about 1,117989.29,10,North,106190.36
ORD-000090,CUST-00629,PRD-0137,11/03/2024,3,102020.56,10,north,275455.51
ORD-000091,CUST-00380,PRD-0074,01/02/2024,3,5899.92,,South,17699.76
ORD-000092,CUST-00526,PRD-0063,07/04/2022,3,91152,15,South,232437.6
ORD-000093,CUST-00526,PRD-0420,12/31/2023,2,109431.77,0%,South,218863.54
ORD-000094,CUST-01369,PRD-0364,03/19/2024,1,"61,924.65",10,West,
ORD-000095,CUST-01017,PRD-0018,07/23/2025,1,13145.48,0,East,13145.48
ORD-000096,CUST-01971,PRD-0462,06/01/2024,4,1178.82,20,East,3772.22
ORD-000097,CUST-01658,PRD-0112,09/28/2025,2,13036.25,10%,North,23465.25
ORD-000098,CUST-01148,PRD-0484,11/03/2023,2,73600.09,,Central,147200.18
ORD-000099,CUST-01821,PRD-0050,06/26/2020,2,108722.29,5,West,206572.35
ORD-000100,CUST-01249,PRD-0404,03/22/2021,1,112433.53,,north,112433.53
ORD-000101,CUST-00262,PRD-0409,08/09/2020,3,84632.81,20,south,203118.74
ORD-000102,CUST-01939,PRD-0320,10/22/2020,2,37476.2,5%,south,71204.78
ORD-000103,CUST-01160,PRD-0130,03/23/2025,4,11722.47,NA,West,46889.88
ORD-000104,CUST-01871,PRD-0446,08/14/2025,1,28736.65,5,North,27299.82
ORD-000105,CUST-00814,PRD-0048,07/20/2021,3,38149.11,5%,south,108724.96
ORD-000106,CUST-01176,PRD-0010,07/26/2021,1,₹58107.02,0%,north,58107.02
ORD-000107,CUST-01741,PRD-0220,06/20/2020,1,49622.67,15,north,42179.27
ORD-000108,CUST-01369,PRD-0032,03/31/2021,1,"67,863.92",,North,67863.92
ORD-000109,CUST-00590,PRD-0323,07/17/2024,4,20677.93,5%,NORTH,78576.13
ORD-000110,CUST-00437,PRD-0189,10/14/2022,1,1910.98,10,North,1719.88
ORD-000111,CUST-00301,PRD-0271,06/30/2023,1,₹16858.50,15,NORTH,
ORD-000112,CUST-01218,PRD-0216,09/27/2022,2,₹86644.01,5,East,164623.62
ORD-000113,CUST-00251,PRD-0414,10/13/2023,1 pcs,12949.02,20%,South,10359.22
ORD-000114,CUST-01851,PRD-0338,08/16/2020,2,1615.07,0,South,3230.14
ORD-000115,CUST-00230,PRD-0391,05/08/2022,3,102692.47,0,South,
ORD-000116,CUST-00813,PRD-0240,04/11/2020,1 pcs,"21,212.86",15,West,18030.93
ORD-000117,CUST-00384,PRD-0435,02/02/2025,1,74642.5,10,East,67178.25
ORD-000118,CUST-00617,PRD-0157,04/15/2020,5,20504.79,20,north,82019.16
ORD-000119,CUST-00870,PRD-0211,02/23/2020,2,194.34,15,north,330.38
ORD-000120,CUST-00930,PRD-0149,03/22/2025,1,59630.25,20,north,47704.2
ORD-000121,CUST-00521,PRD-0058,11/12/2024,1,"73,970.81",20,North,59176.65
ORD-000122,CUST-01833,PRD-0344,08/23/2021,2,"3,254.76",15,NORTH,
ORD-000123,CUST-01766,PRD-0099,06/17/2024,2,95490.16,0,north,190980.32
ORD-000124,CUST-01971,PRD-0344,02/20/2022,3,4983.87,5,NORTH,14204.03
ORD-000125,CUST-01888,PRD-0086,07/12/2022,1,4661.64,0,South,4661.64
ORD-000126,CUST-01754,PRD-0248,02/27/2021,4 pcs,56819.3,10,north,204549.48
ORD-000127,CUST-00087,PRD-0354,09/13/2021,4 pcs,₹49767.33,,North,199069.32
ORD-000128,CUST-01003,PRD-0337,07/26/2025,3 pcs,"3,854.24",5,south,10984.58
ORD-000129,CUST-00852,PRD-0457,12/20/2021,1,118775.98,5,Central,112837.18
ORD-000130,CUST-01309,PRD-0245,09/29/2023,1,72097.56,10,East,64887.8
ORD-000131,CUST-00151,PRD-0398,11/22/2022,2,7209.74,0,north,14419.48
ORD-000132,CUST-01285,PRD-0435,02/21/2025,3,104273.46,15,NORTH,265897.32
ORD-000133,CUST-00136,PRD-0375,01/20/2020,1,₹59819.83,0,Central,59819.83
ORD-000134,CUST-00969,PRD-0013,01/31/2023,2,4664.82,0,North,9329.64
ORD-000135,CUST-01016,PRD-0030,04/19/2020,2,67161.57,5,South,127606.98
ORD-000136,CUST-00801,PRD-0144,08/20/2020,2,96181.16,0,north,192362.32
ORD-000137,,PRD-0467,02/01/2024,2 pcs,60259.07,5%,Central,114492.23
ORD-000138,CUST-01564,PRD-0457,12/06/2020,1,103081.77,10%,north,92773.59
ORD-000139,CUST-00454,PRD-0299,06/06/2025,3,86331.98,5,Central,246046.14
ORD-000140,CUST-00861,PRD-0133,10/12/2022,4,58072.07,20%,NORTH,185830.62
ORD-000141,CUST-01571,PRD-0307,07/13/2020,1,4177.51,5,south,3968.63
ORD-000142,CUST-00915,PRD-0476,11/04/2025,1,39861.37,10%,East,35875.23
ORD-000143,CUST-01763,PRD-0093,05/22/2022,5,"110,074.15",,South,550370.75
ORD-000144,CUST-00575,PRD-0326,10/17/2022,2,4217.29,20,north,6747.66
ORD-000145,CUST-01676,PRD-0115,01/15/2024,2,₹48545.92,,south,
ORD-000146,CUST-00624,PRD-0339,10/30/2022,1 pcs,"38,270.02",5,Central,36356.52
ORD-000147,CUST-00300,PRD-0214,12/22/2021,3,"109,058.46",0,north,327175.38
ORD-000148,CUST-01617,PRD-0071,06/03/2021,2 pcs,25559.19,,North,51118.38
ORD-000149,CUST-00316,PRD-0214,08/05/2023,2,61523.03,20,North,98436.85
ORD-000150,CUST-01937,PRD-0371,12/21/2021,1,₹112607.86,,Central,112607.86
ORD-000151,CUST-01455,PRD-0261,06/24/2023,2,₹106921.97,NA,West,213843.94
ORD-000152,CUST-00553,PRD-0277,02/28/2025,3,"90,678.71",5,NORTH,258434.32
ORD-000153,CUST-00871,PRD-0044,05/22/2025,1,"51,582.78",20,NORTH,41266.22
ORD-000154,CUST-00360,PRD-0122,09/02/2025,about 2,"1,415.59",0,Central,2831.18
ORD-000155,CUST-01862,PRD-0043,02/17/2024,1,106939.43,5,North,101592.46
ORD-000156,CUST-01963,PRD-0319,12/31/2023,2,26588.94,5%,north,50518.99
ORD-000157,CUST-01060,PRD-0263,02/04/2020,3,303.66,,West,910.98
ORD-000158,CUST-01454,PRD-0139,02/19/2025,1,₹12958.31,15,NORTH,11014.56
ORD-000159,CUST-00450,PRD-0222,02/28/2025,about 2,101048.2,10,Central,181886.76
ORD-000160,CUST-00875,PRD-0275,04/28/2022,3,75019.79,0,south,
ORD-000161,CUST-01223,PRD-0380,09/29/2024,1,73987.35,10,North,70261.55
ORD-000162,CUST-00465,PRD-0136,08/30/2020,1,86349.81,5%,south,82032.32
ORD-000163,CUST-01204,PRD-0472,05/07/2022,1,₹66191.54,0,North,66191.54
ORD-000164,CUST-01748,PRD-0198,02/15/2025,3,24127.59,15,south,61525.35
ORD-000165,CUST-00619,PRD-0231,02/11/2024,2,55789.72,20,north,75213.76
ORD-000166,CUST-01263,PRD-0380,10/09/2022,2,16512.58,,Central,33025.16
ORD-000167,CUST-01605,PRD-0160,10/19/2021,1,88818.43,,East,88818.43
ORD-000168,CUST-00050,PRD-0274,01/29/2021,2,85316.71,0,North,170633.42
ORD-000169,CUST-01462,PRD-0404,07/09/2021,about 2,91921.35,10,North,165458.43
ORD-000170,CUST-00740,PRD-0474,09/18/2022,3,₹11440.74,5,West,32606.11
ORD-000171,CUST-01126,PRD-0272,03/31/2020,1 pcs,₹21534.45,,East,21534.45
ORD-000172,CUST-00940,PRD-0133,07/09/2020,1,"111,046.14",15%,East,94389.22
ORD-000173,CUST-01453,PRD-0069,12/22/2020,1,36660.55,NA,West,36660.55
ORD-000174,CUST-00975,PRD-0343,12/21/2021,2,1008.82,5,South,1916.76
ORD-000175,CUST-01984,PRD-0407,07/05/2022,1,71251.12,10,South,64126.01
ORD-000176,CUST-00921,PRD-0375,01/16/2024,1,"99,027.76",0,West,99027.76
ORD-000177,CUST-00802,PRD-0475,04/27/2022,2,18615.89,15,South,31647.01
ORD-000178,CUST-00224,PRD-0263,10/06/2022,2,"3,129.68",20%,West,5007.49
ORD-000179,CUST-01133,PRD-0213,10/16/2022,4,"31,987.11",10,NORTH,115153.6
ORD-000180,CUST-01293,PRD-0439,11/21/2023,1,85044.31,NA,NORTH,
ORD-000181,CUST-01351,PRD-0187,07/30/2025,2,₹9680.18,,south,19360.36
ORD-000182,CUST-01619,PRD-0379,01/04/2024,1 pcs,48172.42,15,NORTH,40946.56
ORD-000183,CUST-00722,PRD-0060,07/14/2021,1,242.49,0,South,242.49
ORD-000184,CUST-01092,PRD-0332,10/19/2022,1,26250.58,0,West,26250.58
ORD-000185,CUST-00916,PRD-0221,04/10/2023,3,100967.03,15,East,257465.93
ORD-000186,CUST-00029,PRD-0462,01/28/2023,1,1135.92,0,East,1135.92
ORD-000187,CUST-01294,PRD-0003,04/24/2022,3,₹4402.25,,NORTH,13206.75
ORD-000188,CUST-01854,PRD-0009,09/20/2024,2,₹88697.22,NA,West,177394.44
ORD-000189,CUST-01923,PRD-0369,12/16/2024,about 1,"15,057.60",10,South,13551.84
ORD-000190,CUST-01075,PRD-0429,06/30/2023,1,434.43,15,NORTH,369.27
ORD-000191,CUST-01489,PRD-0037,03/31/2020,1,85258.34,10,West,76732.51
ORD-000192,CUST-01401,PRD-0351,08/06/2022,2,118642.31,0,north,237284.62
ORD-000193,CUST-01806,PRD-0011,10/02/2024,1 pcs,119100.9,0%,south,119100.9
ORD-000194,CUST-01597,PRD-0200,03/21/2024,2,32412.42,5,West,61583.6
ORD-000195,CUST-00459,PRD-0131,08/14/2020,1 pcs,81661.71,15%,South,69412.45
ORD-000196,CUST-00726,PRD-0038,04/09/2021,1,96521.42,10,Central,86869.28
ORD-000197,CUST-01627,PRD-0418,04/24/2025,1,945.5,15,Central,803.67
ORD-000198,CUST-00126,PRD-0494,03/13/2023,3,51615.17,10,north,139360.96
ORD-000199,CUST-00509,PRD-0362,08/12/2025,4,₹13912.51,,West,55650.04
ORD-000200,CUST-00729,PRD-0107,11/03/2023,3,70416.12,5%,East,200685.94
ORD-000201,CUST-01609,PRD-0104,06/15/2025,1 pcs,114688.15,0,South,114688.15
ORD-000202,CUST-00210,PRD-0442,10/15/2023,2,3718.07,0,Central,7436.14
ORD-000203,CUST-00406,PRD-0411,01/10/2022,3,"92,977.05",20,north,223144.92
ORD-000204,CUST-01341,PRD-0284,05/25/2021,1,2130.74,10,north,1917.67
ORD-000205,CUST-00968,PRD-0431,09/22/2020,3,₹115235.96,0,North,345707.88
ORD-000206,CUST-01767,PRD-0471,09/02/2024,1,"111,996.38",10,West,100796.74
ORD-000207,CUST-01917,PRD-0322,05/27/2023,3,4599.65,5,north,13109
ORD-000208,CUST-00316,PRD-0262,05/31/2025,about 2,100734.33,NA,East,201468.66
ORD-000209,CUST-01910,PRD-0226,10/04/2021,3,"87,385.04",20,North,209724.1
ORD-000210,CUST-00980,PRD-0183,03/20/2020,2,43589.36,,south,87178.72
ORD-000211,CUST-00284,PRD-0274,07/01/2021,3,638.08,0,North,1914.24
ORD-000212,CUST-01912,PRD-0208,05/09/2020,2,90341.55,15,East,
ORD-000213,CUST-01079,PRD-0074,05/23/2020,4,"106,869.16",5,Central,406102.81
ORD-000214,CUST-00119,PRD-0149,12/21/2021,2,7581.25,15,East,12888.12
ORD-000215,CUST-00599,PRD-0431,02/01/2021,2,60505.84,15,North,102859.93
ORD-000216,CUST-01772,PRD-0444,09/02/2021,1 pcs,"2,045.69",5,Central,1943.41
ORD-000217,CUST-01696,PRD-0208,12/20/2024,1,73608.23,NA,North,73608.23
ORD-000218,CUST-00261,PRD-0362,05/11/2023,2,"32,974.94",15%,North,56057.4
ORD-000219,CUST-00429,PRD-0201,05/09/2022,3,92164.53,20,East,221194.87
ORD-000220,CUST-01173,PRD-0329,10/14/2021,1,17206.78,5%,West,16346.44
ORD-000221,CUST-00182,PRD-0038,08/05/2020,2,70295.64,5,Central,133561.72
ORD-000222,CUST-01073,PRD-0052,05/22/2021,2,106524.77,20%,north,170439.63
ORD-000223,CUST-00871,PRD-0145,02/21/2020,2,53066.08,20,South,84905.73
ORD-000224,CUST-00019,PRD-0312,08/03/2020,2,35846.49,NA,West,71692.98
ORD-000225,CUST-01726,PRD-0043,03/05/2020,1,17882.76,15,West,15200.35
ORD-000226,CUST-01334,PRD-0110,05/24/2022,3,3055.43,20,West,7333.03
ORD-000227,CUST-01405,PRD-0203,01/22/2021,2,₹91028.29,,North,170388.92
ORD-000228,CUST-00305,PRD-0493,07/16/2024,2,4899.45,,NORTH,9798.9
ORD-000229,CUST-00072,PRD-0054,12/30/2020,1,63564.12,5,NORTH,60385.91
ORD-000230,CUST-01914,PRD-0052,08/25/2024,2,31231.2,10,Central,56216.16
ORD-000231,CUST-01319,PRD-0188,02/16/2024,1,₹7454.89,15,south,6336.66
ORD-000232,CUST-01163,PRD-0044,11/18/2021,3,"78,988.66",15%,south,201421.08
ORD-000233,CUST-00973,PRD-0344,11/10/2024,1,2942.86,0,North,2942.86
ORD-000234,CUST-01572,PRD-0437,09/23/2021,1,110914.91,15,north,94277.67
ORD-000235,CUST-01272,PRD-0098,06/06/2025,3,94533.38,20,north,226880.11
ORD-000236,CUST-01238,PRD-0376,12/04/2023,3,86034.52,15,West,219388.03
ORD-000237,CUST-01141,PRD-0180,08/26/2023,2,₹68925.27,NA,Central,137850.54
ORD-000238,CUST-01881,PRD-0025,08/20/2025,5 pcs,4094.73,10,North,18426.29
ORD-000239,CUST-00549,PRD-0335,09/08/2022,2,68692.06,20,Central,109907.3
ORD-000240,CUST-00291,PRD-0054,07/01/2024,2,"71,585.92",5%,West,136013.25
ORD-000241,CUST-01435,PRD-0028,03/07/2020,1,37585.1,20%,south,30068.08
ORD-000242,CUST-01854,PRD-0266,05/16/2021,3,10288.35,0%,NORTH,30865.05
ORD-000243,CUST-00552,PRD-0426,01/08/2024,2,"111,180.13",0,north,222360.26
ORD-000244,CUST-00029,PRD-0466,06/20/2021,2 pcs,85956.88,15,North,158711.27
ORD-000245,CUST-01373,PRD-0335,05/27/2025,3 pcs,1880.64,0,South,5641.92
ORD-000246,CUST-01032,PRD-0468,08/12/2020,3,78661.69,0,north,
ORD-000247,CUST-00828,PRD-0307,09/05/2021,1,₹4071.55,5,south,1978.34
ORD-000248,CUST-00168,PRD-0097,08/27/2021,3,85002.38,20%,South,204005.71
ORD-000249,CUST-00094,PRD-0371,06/20/2022,3,₹9369.05,5,Central,
ORD-000250,CUST-00205,PRD-0378,05/23/2022,3,9227.56,15,North,23530.28
ORD-000251,CUST-01977,PRD-0393,01/12/2022,3 pcs,₹89008.19,NA,north,267024.57
ORD-000252,CUST-01616,PRD-0392,01/17/2021,1,"66,746.45",0,West,66746.45
ORD-000253,CUST-00248,PRD-0374,06/26/2022,1,39282.59,20%,NORTH,31426.07
ORD-000254,CUST-00028,PRD-0046,10/28/2023,2,79143.25,20,NORTH,126629.2
ORD-000255,CUST-01418,PRD-0220,07/17/2020,1 pcs,41581.04,0,North,41581.04
ORD-000256,CUST-01517,PRD-0125,02/26/2021,3,₹92356.95,10,South,249363.76
ORD-000257,CUST-01848,PRD-0461,05/06/2020,3,₹33143.70,20,north,79544.88
ORD-000258,CUST-00689,PRD-0328,06/23/2021,4,31841.21,15,north,108260.11
ORD-000259,CUST-00714,PRD-0197,01/28/2023,1 pcs,79985.76,,south,79985.76
ORD-000260,CUST-01157,PRD-0069,03/24/2023,2,"₹47,168.25",0,Central,94336.5
ORD-000261,CUST-00670,PRD-0365,05/20/2021,5,80839.05,15,NORTH,343565.96
ORD-000262,CUST-00802,PRD-0152,12/13/2020,3,46739.46,,Central,140218.38
ORD-000263,CUST-00017,PRD-0068,08/18/2024,2,15428.97,10,East,27772.15
ORD-000264,CUST-00220,PRD-0206,06/25/2021,1,112568.42,10,NORTH,83179.75
ORD-000265,CUST-00965,PRD-0109,06/19/2023,1 pcs,₹7970.07,5,North,7571.57
ORD-000266,CUST-01616,PRD-0057,09/15/2023,3,23015.12,0,West,69045.36
ORD-000267,CUST-00197,PRD-0169,05/21/2021,2,106041.27,20,Central,169666.03
ORD-000268,CUST-00439,PRD-0304,06/05/2020,4,58514.05,5,south,222353.39
ORD-000269,CUST-00422,PRD-0077,05/29/2023,3,12051.03,0,South,36153.09
ORD-000270,CUST-01161,PRD-0089,04/17/2024,3,19932.83,15,West,50828.72
ORD-000271,CUST-01224,PRD-0272,02/03/2023,3,50332.29,,south,150996.87
ORD-000272,CUST-01122,PRD-0175,01/30/2022,2 pcs,24709.8,0,East,49419.6
ORD-000273,CUST-01193,PRD-0158,10/28/2022,1,"66,704.82",20,south,53363.86
ORD-000274,CUST-01341,PRD-0435,10/06/2021,2,59669.19,10%,south,107404.54
ORD-000275,CUST-00737,PRD-0483,05/31/2022,4,66875.27,20%,North,214000.86
ORD-000276,CUST-00653,PRD-0114,02/12/2020,3 pcs,117.59,0,East,352.77
ORD-000277,CUST-01020,PRD-0044,06/06/2023,3,37769.99,5,north,107644.47
ORD-000278,CUST-01816,PRD-0298,01/20/2025,2 pcs,"2,389.74",0,West,4779.48
ORD-000279,CUST-00770,PRD-0130,12/28/2023,3,75414.04,NA,East,226242.12
ORD-000280,CUST-00340,PRD-0089,11/11/2022,2,117326.84,5,West,222921
ORD-000281,CUST-00534,PRD-0048,09/08/2023,2 pcs,111560.71,15,West,189653.21
ORD-000282,CUST-00958,PRD-0042,04/15/2025,3 pcs,31071.94,15,north,116233.81
ORD-000283,CUST-00999,PRD-0231,07/24/2021,3,66179.65,5%,West,188612
ORD-000284,CUST-01477,PRD-0227,11/06/2021,2,2257.22,15%,Central,3837.27
ORD-000285,CUST-01741,PRD-0079,10/30/2024,1,"91,378.33",15,West,77671.58
ORD-000286,CUST-00760,PRD-0211,12/19/2022,5,"3,662.05",20,NORTH,14648.2
ORD-000287,CUST-01910,PRD-0320,04/29/2021,3,₹90048.45,15,West,229623.55
ORD-000288,CUST-00396,PRD-0295,01/23/2021,2,87329.79,20,north,139727.66
ORD-000289,CUST-01505,PRD-0175,10/07/2022,2,"24,080.56",0,south,48161.12
ORD-000290,CUST-00574,PRD-0192,07/09/2025,2,68370.31,10%,Central,123066.56
ORD-000291,CUST-01062,PRD-0414,06/04/2020,2,"96,033.76",5,south,182464.14
ORD-000292,CUST-00951,PRD-0496,05/15/2020,1,"27,260.51",0,NORTH,27260.51
ORD-000293,CUST-00575,PRD-0253,01/11/2020,5 pcs,72642.81,0%,NORTH,363214.05
ORD-000294,CUST-01246,PRD-0414,02/28/2025,2,₹37767.32,,south,75534.64
ORD-000295,CUST-00018,PRD-0210,03/02/2025,4,46015.74,NA,North,184062.96
ORD-000296,CUST-01013,PRD-0141,05/11/2024,1,21226.57,10,north,19103.91
ORD-000297,CUST-01461,PRD-0168,01/31/2024,4,1056.99,15,south,3593.77
ORD-000298,CUST-01777,PRD-0229,08/21/2024,3,2588.59,15,South,
ORD-000299,CUST-00143,PRD-0174,06/11/2023,2,24454.95,10,Central,44018.91
ORD-000300,CUST-01930,PRD-0139,09/08/2024,1,59793.51,5,north,56803.83
ORD-000301,CUST-01851,PRD-0034,03/10/2023,2,1985.94,10,West,3574.69
ORD-000302,CUST-00271,PRD-0066,02/08/2023,1 pcs,76803.51,10%,North,69123.16
ORD-000303,,PRD-0461,06/19/2024,about 3,77180.73,10,North,208387.97
ORD-000304,CUST-01860,PRD-0065,07/29/2022,1,1921.55,15,Central,1633.32
ORD-000305,CUST-01673,PRD-0022,02/07/2023,2 pcs,370.33,10%,Central,666.59
